comid,logQ_m3_div_s,logRT_vertical_hz_s_fill,junk,doc,logq_hz_vertical_m_div_s_fill,logw_m,LengthKM,no3,do
23809984,-0.759574597,3.687550453,0.547971508,1.612973587,-4.309890142,0.230394004,2.663,0.17804556,12.29571865
23809986,-0.675623991,3.895325904,0.610819801,1.551855693,-4.474267417,0.26241763,4.412,0.183413714,12.25126394
23809988,-1.129653821,3.818153732,0.308927063,0.831375335,-4.564010313,0.10859165,2.63,0.825852082,9.880817832
23809990,-0.586344204,3.681061481,0.704905156,1.474320687,-4.212643439,0.310357743,2.684,0.173693839,12.07254627
23809992,-1.183779479,3.635418603,0.150142162,1.602197884,-4.482877071,0.027684625,2.281,0.167235343,12.17614074
23809994,-0.918545513,3.569699088,0.475903525,1.547524317,-4.240867111,0.19367259,1.701,0.213072486,11.96807596
23809996,-0.64388906,4.011797011,0.723472091,2.15579873,-4.529147112,0.319818312,4.777,0.184550778,11.54005138
23809998,-0.506996939,4.066733582,0.884478162,1.264275049,-4.498095792,0.401857108,5.135,0.542877427,11.40883404
23810000,-0.895418694,3.561128145,0.40832478,1.654890798,-4.257682603,0.159238616,2.004,0.1602024,10.61584281
23810002,-1.400278787,3.327387094,-0.167235695,1.573892243,-5.611996174,-0.134031621,0.277,0.142959653,11.95297951
23810004,-0.590108478,3.641172059,0.677944403,1.452068758,-4.186777186,0.296620201,2.58,0.143707311,11.53386171
23810006,-0.781467906,3.693946377,0.549959129,0.940604889,-4.315062168,0.231406773,2.557,0.223318583,11.58955655
23810008,-1.255477518,3.508477382,0.078420565,2.15579873,-4.398558789,-0.008860292,1.719,0.172796426,9.403480879
23810010,-0.816366347,3.617501166,0.503245771,0.9015654,-4.264233279,0.207604518,2.206,0.16243167,12.20221606
23810012,-0.257341827,4.155229493,1.083158488,2.138410983,-4.48444823,0.503092389,7.156,0.683551095,10.99438979
23810014,-0.908767552,3.696635265,0.456942685,1.28227581,-4.368193549,0.184011311,2.38,0.223286169,12.29571865
23810016,-1.113386208,3.646777366,0.25265889,1.168944578,-4.433396034,0.079920847,2.146,0.133226984,12.01764711
23810018,-0.591546541,4.009707611,0.695236441,1.477507169,-4.551822165,0.305431161,5.851,0.173292763,11.84192297
23810020,-1.091133764,3.416612878,0.147923539,1.330425582,-4.251449724,0.026554151,1.661,0.177824142,11.94218365
23810022,-0.750895417,3.613168684,0.494697123,1.565399025,-4.260290977,0.203248652,2.565,0.179795794,12.15207042
23810024,-1.296316891,2.954042428,0.007705114,2.15579873,-3.872124373,-0.044892539,0.502,0.096673672,10.05504502
23810026,-1.314705103,3.362425804,-0.059882133,2.15579873,-4.820240021,-0.079330845,0.188,0.099575422,9.955565158
23810028,-1.021745108,3.328671653,0.213836388,1.695061832,-4.128892719,0.060139287,1.37,0.090940375,11.45661773
23810030,-0.754863512,4.124935334,0.745722625,1.599644285,-4.637305591,0.331155817,4.635,0.106724619,10.94791157
23810032,-1.308405391,3.646769864,0.20588073,1.664822978,-4.463237796,0.056085573,1.542,0.097962979,10.17567548
23810034,-1.094942721,3.775811943,0.295479133,1.707863349,-4.543403822,0.101739411,2.756,0.203458417,11.90161044
23810036,-1.290516545,5.353124619,-0.053646003,1.699195697,-8.13667714,-0.076153296,0.496,0.09086923,11.58553264
23810038,-1.284319043,3.566570511,0.09725731,0.781818182,-4.452716751,0.000737755,1.786,0.268572188,12.27150137
23810040,-0.597249577,3.575440963,0.90079302,1.631396381,-4.004508278,0.410170157,0.593,0.104874707,10.72446347
23810042,-1.197319503,3.656177975,0.220474206,1.777861918,-4.463736437,0.063521511,1.963,0.098322119,10.9392173
23810044,-0.697125152,3.804325266,0.706060297,1.494123452,-4.337655828,0.310946332,2.77,0.110443878,11.66427057
23810046,-1.217541339,3.581109416,0.139501275,1.165041209,-4.438023611,0.022262683,1.925,0.191323594,11.63364302
23810048,-0.881999083,3.640202818,0.490548382,1.627573561,-4.302608025,0.201134708,2.1,0.179179537,11.17497207
23810050,-0.555799401,3.090992353,0.845333736,1.399059733,-3.546609653,0.381911515,0.535,0.110537091,11.59625579
23810052,-0.50731322,3.653274724,0.89291231,1.361837522,-4.090843171,0.406154632,1.991,0.117032397,11.21514713
23810054,-1.299246376,5.332546234,-0.04315951,1.357375403,-8.602059991,-0.070810024,0.433,0.114209025,11.50557223
23810056,-0.907672482,3.552858607,0.456669629,1.100054728,-4.221609898,0.183872179,1.703,0.144656086,11.93263772
23810058,-0.981281974,3.61134029,0.380102655,1.503081389,-4.32940993,0.144858355,1.999,0.179043391,12.07439522
23810060,-0.412218368,4.742957913,1.086502199,1.519889388,-5.140435426,0.504796138,1.911,0.110581694,10.14114518
23810062,-0.852385885,3.812857424,0.408629977,1.174805084,-4.49857949,0.159394125,3.852,0.166677164,11.89173289
23810064,-0.184963996,5.082021726,1.314646564,1.966676228,-5.350733309,0.621044482,0.482,0.120639451,9.999083628
23810066,-0.065252994,5.478692986,1.437430271,1.538838925,-5.938321385,0.683607511,0.971,0.121526483,9.974490675
23810068,-1.122747061,3.117842276,0.184435888,1.31236715,-3.935097303,0.0451586,0.717,0.118152184,11.64813366
23810070,-1.067516965,3.333119585,0.088419617,1.158541928,-4.196639917,-0.00376539,1.647,0.153734908,11.99518951
23810072,-1.136840693,3.683614704,0.338775125,1.428472791,-4.421280899,0.123800387,1.804,0.118204388,10.31427383
23810074,-0.840129544,3.694039663,0.524435071,1.340627357,-4.334762743,0.218401282,2.402,0.163374603,11.67632438
23810076,-0.140343292,3.670226619,1.256010179,1.473915722,-3.905735952,0.591166985,2.056,0.115601,11.38035931
23810078,-0.611592192,4.425450338,0.908147103,1.444299254,-4.908252169,0.413917346,1.12,0.138286499,9.66699558
23810080,-0.643510071,3.240244531,0.736428376,1.477395993,-3.755424885,0.326420038,0.794,0.12097711,11.72544356
23810082,-1.272183212,3.69653015,0.234593202,0.781818182,-4.502872949,0.070715684,1.781,0.178377049,10.53468417
23810084,-0.847424455,3.640853098,0.434393235,1.031883748,-4.319000068,0.172521498,2.507,0.159069829,11.94375934
23810086,-1.149667806,4.64172867,0.35958887,0.920977415,-7.076755981,0.134405792,0.837,0.158117027,10.17516762
23810088,-0.902532843,3.520238921,0.445464086,1.590379755,-4.198083766,0.178162523,1.652,0.141507287,12.29571865
23810090,-0.526104535,3.660887715,0.825172868,1.379954153,-4.127153006,0.371638776,2.228,0.156556882,11.69723702
23810092,-0.794142328,3.617313611,0.552814173,1.348816845,-4.241056642,0.232861528,2.088,0.171286168,12.28713143
23810094,-1.727753652,3.425068059,-0.296021175,0.981060676,-4.549117996,-0.199652785,1.221,0.198757389,11.30403253
23810096,-1.308155294,3.513821701,0.055301864,2.15579873,-4.421963283,-0.020640161,1.647,0.135226017,12.00426229
23810098,-1.354552209,2.739400718,0.067851661,0.868357287,-3.631099027,-0.014245556,0.059,0.208567239,11.82499137
23810100,-0.801632347,3.978737867,0.641771471,0.816696977,-4.55586526,0.278188698,3.854,0.145198588,10.99139308
23810102,-0.777397637,4.579932774,0.738859802,1.68673353,-7.344861565,0.327658944,0.171,0.106988571,9.827675234
23810104,-0.798450688,4.173652737,0.716620939,1.660577338,-4.695737882,0.316327386,0.158,0.107185143,9.947158699
23810106,-0.681963312,4.442018736,0.869906113,2.718387854,-7.342944147,0.394432088,0.629,0.126304669,10.43275105
23810108,-0.775853543,3.466194175,0.396722279,1.188505825,-4.155753775,0.153326694,2.113,0.147039059,11.82622387
23810110,-0.882280331,5.901142583,0.646560554,1.425057371,-6.909389292,0.280628921,0.532,0.107761388,10.3138831
23810112,-0.733640912,5.697688424,0.767756781,1.469803608,-6.481617684,0.342383068,0.318,0.112540396,9.39934911
23810114,-1.10172871,3.743967246,0.260667537,1.31282925,-4.527901973,0.084001562,2.717,0.176397609,12.0013331
23810116,-0.862661331,5.685535489,0.635935901,1.577474891,-6.425274416,0.275215251,0.19,0.09894671,10.45627678
23810118,-0.794985247,3.956509904,0.761236023,2.444516871,-4.468492587,0.33906049,2.818,0.122824855,10.53955138
23810120,-1.466607804,3.5983195,0.016824494,1.643149712,-4.526627933,-0.040245864,1.516,0.161880126,10.41023784
23810122,-0.99117033,3.911613484,0.487633217,1.801037499,-4.576762606,0.19964932,3.08,0.096686006,9.630617126
23810124,-0.801788148,3.918834785,0.713078734,1.757126918,-4.4468169,0.314522496,2.778,0.107325051,9.970410703
23810126,-0.506128349,3.666441818,0.980571448,1.505332103,-4.058239186,0.45082034,1.687,0.173086902,10.01740489
23810128,-0.739339076,3.824608725,0.761777538,1.563391832,-4.32639165,0.339336413,2.308,0.111359702,9.392610822
23810130,-0.899595101,3.919700909,0.629470763,1.566203475,-4.506116516,0.271921014,2.779,0.105465629,10.3036782
23810132,-1.217338444,3.532534708,0.143170993,1.633459182,-4.38579132,0.024132546,1.701,0.143063924,12.02223626
23810134,-1.276113506,3.460034247,0.022057021,1.526959626,-4.377438688,-0.037579689,1.658,0.145027908,11.36111928
23810136,-0.876227024,3.894573532,0.608226417,1.427763003,-4.485705292,0.261096201,2.862,0.112060762,11.27415608
23810138,-1.08901525,3.854450221,0.38913063,1.322290954,-4.572833098,0.149458457,2.706,0.167266529,12.17316314
23810140,-0.871352942,3.957656233,0.626709823,1.762821177,-4.534315964,0.270514208,3.174,0.097464797,10.49228892
23810142,-1.036874267,3.698852062,0.434680657,1.137471846,-4.384739816,0.17266795,1.885,0.145905826,11.79433674
23810144,-0.805465647,3.358398027,0.361293324,0.919493402,-4.062880626,0.135274277,1.655,0.16370522,11.64651969
23810146,-0.754653758,3.608644907,0.567872944,1.435587001,-4.221441761,0.240534552,2.151,0.140839454,11.77126452
23810148,-0.901257381,3.583419696,0.347642205,1.347450145,-4.307209015,0.128318506,2.364,0.149404258,11.20144936
23810150,-1.069388617,3.566779515,0.278730743,1.298691636,-4.33535072,0.093205461,1.843,0.155466852,11.74408349
23810152,-1.506562426,3.092968272,-0.290645224,0.781818182,-4.190640429,-0.19691353,0.885,0.171986706,11.47649383
23810154,-1.963623887,4.500647158,-0.755722879,1.811071191,-5.886190297,-0.433888514,0.179,0.129671834,12.08330227
23810156,-0.371140631,4.291370928,1.124151951,1.651179089,-4.599490443,0.523980138,6.87,0.101048707,10.45927725
23810158,-0.23707071,4.087770119,1.178101725,1.709697627,-4.362682261,0.551469626,5.12,0.090610836,10.90886229
23810160,-0.519587228,3.995064398,0.935245199,1.544779949,-4.408179687,0.42772487,3.842,0.092496868,10.20534438
23810162,-1.074322185,3.752180157,0.404491618,0.781818182,-4.465556181,0.157285472,2.151,0.181482856,12.29571865
23810164,-1.274490839,3.675791646,0.232538718,1.101662966,-4.494863969,0.069668844,1.743,0.145496281,12.22065214
23810166,-1.004507932,3.731079574,0.416790238,1.36906307,-4.429760771,0.163552093,2.296,0.141851917,9.967120795
23810168,-0.540676865,3.656301724,0.663173045,1.294663888,-4.202767459,0.289093625,3.047,0.150649986,10.94251435
23810170,-1.05185612,3.74732396,0.453241873,1.482652869,-4.433371822,0.182125605,1.997,0.130310566,12.18234573
23810172,-0.601208177,3.959061802,0.852967691,0.844193103,-4.411262935,0.385801309,3.5,0.139312259,11.04166211
23810174,-0.694743777,3.511714251,0.71451417,1.681837987,-4.033741545,0.315253906,1.371,0.084990244,10.79703096
23810176,-1.404940311,3.599446148,0.066512278,1.385317191,-4.514603879,-0.014928023,1.612,0.150411764,12.17983851
23810178,-0.83236956,3.95246253,0.622721612,1.410460995,-4.537312182,0.268482062,3.511,0.116740746,10.32361854
23810180,-0.86310975,3.669136598,0.439821986,1.398548545,-4.34492217,0.175287656,2.552,0.118630232,11.62380351
23810182,-1.206718489,3.881192368,0.210238236,2.146137674,-4.678772442,0.05830589,0.363,0.080606761,10.22026906
23810184,-0.796676008,3.770337185,0.610148928,1.650514773,-4.351256908,0.262075794,2.517,0.091790807,10.81303979
23810186,-1.148281391,4.456642167,0.259163671,2.15579873,-7.087777943,0.083235284,0.462,0.084082572,11.10140514
23810188,-0.848030709,3.67257505,0.441522326,1.288631536,-4.343539349,0.176154044,2.629,0.128420345,12.26107964
23810190,-0.665089192,2.583587919,0.769620994,1.913101277,-3.080053808,0.343332956,0.154,0.132940702,11.98162063
23810192,-1.250194601,3.573546448,0.16669647,1.832101183,-4.403755799,0.036119683,1.603,0.08106721,10.25075338
23810194,-0.493188894,2.9216881,0.971150553,1.480988562,-3.312138606,0.446020031,0.315,0.166288147,11.74437161
23810196,-1.258366159,3.323818665,0.150142162,2.15579873,-4.161233939,0.027684625,0.916,0.082815077,11.10544764
23810198,-1.100332014,3.651399394,0.313508674,1.547524317,-4.394918808,0.110926157,1.897,0.086355561,10.95304567
23810200,1.168617452,6.936513742,2.517896803,1.281098503,-7.332547047,1.234146836,0.135,0.114364302,11.63735724
23810202,-0.989366529,3.802259164,0.458441428,1.284950456,-4.478767046,0.184774979,2.546,0.128872445,11.1691143
23810204,-1.201406553,3.745090041,0.278113116,1.872481269,-4.521911739,0.092890756,2.091,0.123340014,9.849590705
23810206,-1.630975064,3.365454856,-0.210066919,1.572266395,-4.433536821,-0.15585578,1.067,0.119398163,11.99407842
23810208,-1.13398514,3.607633591,0.357706211,1.533503957,-4.338260632,0.133446504,1.47,0.125192945,9.723162355
23810210,-0.712518217,3.871001949,0.737288082,1.450189009,-4.396741742,0.326858092,2.963,0.136692383,10.80614446
23810212,-1.059827616,3.842303005,0.384640101,1.562991061,-4.56087402,0.147170359,2.829,0.123322063,11.94301763
23810214,-0.904009199,3.82755082,0.536533192,1.334550614,-4.463312477,0.224565741,2.752,0.141239047,11.87924244
23810216,-0.503846725,3.574633145,0.939264592,1.202172212,-3.978180811,0.429772905,0.401,0.153745126,11.65095856
23810218,-1.419555844,3.191059549,-0.048808242,1.667823405,-4.157827293,-0.073688271,0.775,0.102849497,11.74918092
23810220,-1.410284574,3.526329032,0.031610415,1.735750756,-4.451779136,-0.032711867,1.43,0.141420065,9.513586346
23810222,-0.630975065,3.776378381,0.635031121,1.034432993,-4.343953968,0.274754231,3.53,0.115378784,12.11534387
23810224,-1.254592557,3.417584803,0.170144323,1.540485499,-4.258661083,0.037876496,1.132,0.12978361,12.06609268
23810226,-1.263298829,3.797629805,0.192288613,1.326355364,-4.630131162,0.049159865,2.549,0.13450837,12.22100552
23810228,-1.180972136,3.417984521,0.288092655,1.257932271,-4.1861723,0.097975716,1.001,0.163059178,12.02040535
23810230,-1.381229056,3.237003895,-0.02086153,1.670853796,-4.166884432,-0.059448345,0.839,0.094048036,11.68453634
23810232,-1.284319043,3.62370589,0.181614952,1.237765606,-4.464637573,0.043721224,1.678,0.162221104,12.15659673
23810234,-1.255699041,3.764801865,0.186984572,1.010882755,-4.596805669,0.046457252,2.416,0.140075095,11.94027277
23810236,-0.648901044,3.770655954,0.792650788,1.159688026,-4.256025051,0.355067523,2.339,0.152441641,11.3715214
23810238,-1.455234467,3.681865225,-0.022505031,1.517416854,-4.630445854,-0.060285772,2.061,0.140019988,12.08822023
23810240,-1.261498642,3.618866844,0.22816929,1.152374792,-4.431121241,0.067442452,1.558,0.144826791,10.69271722
23810242,-1.013167753,3.383133779,0.390405156,1.25572394,-4.088087811,0.150107877,1.054,0.108736805,11.32113466
23810244,-0.916714332,3.603007691,0.524902179,1.129159692,-4.245569492,0.218639292,1.639,0.162648252,11.46117801
23810246,-1.1191726,3.961677651,0.356847751,1.367340702,-4.699305196,0.133009086,3.496,0.147706778,11.65234731
23810248,-0.718329759,3.454404723,0.464653457,0.781818182,-4.102942433,0.187940247,1.987,0.172030843,12.08595864
23810250,-0.979636027,3.686848023,0.408172101,0.9103685,-4.375188871,0.15916082,2.164,0.121419789,11.774413
23810252,-1.275881324,3.425101152,0.144293927,1.390987169,-4.276731159,0.024704724,1.155,0.097138696,11.19945006
23810254,-1.147417122,3.556857237,0.294686624,1.064129479,-4.31510037,0.101335597,1.445,0.168397242,11.06786136
23810256,-1.04648504,3.793093964,0.337159645,1.311817272,-4.532579499,0.122977237,2.875,0.146306874,11.55933229
23810258,-1.574365489,3.066924885,-0.215168822,1.758728468,-4.144363148,-0.158455396,0.628,0.084468872,11.15639074
23810260,-1.013421356,3.688847057,0.344294006,1.76619369,-4.420389028,0.126612469,2.378,0.11151888,9.966178623
23810262,-1.362129752,3.325429829,0.034146977,1.206177698,-4.239800138,-0.031419391,0.978,0.119249793,10.93803852
23810264,-0.554386629,3.541166901,0.832476978,1.092323604,-4.000387938,0.375360502,1.547,0.118990235,11.68169208
23810266,-0.748890393,3.654870829,0.663851631,1.505746099,-4.207089282,0.289439391,1.904,0.101027956,11.04868794
23810268,-1.292682607,4.445934129,0.14176323,1.768785384,-5.286358278,0.023415236,2.136,0.252816273,7.868382353
23810270,-1.33470306,3.241136899,0.019074729,1.652135587,-4.163966347,-0.039099282,0.889,0.087954811,10.98613062
23810272,-1.079017306,3.805629938,0.271679006,1.383929221,-4.58039199,0.089612329,3.193,0.139324842,10.46412166
23810274,-1.170648861,3.684518188,0.29110233,1.517037059,-4.452118096,0.099509261,1.885,0.152960702,9.334284603
23810276,-1.082869824,3.46070961,0.333729323,1.397649695,-4.20425816,0.121229356,1.246,0.101071349,11.22793153
23810278,-0.781691021,3.671800764,0.417687541,0.781818182,-4.347583167,0.164009303,3.171,0.180999242,12.15865185
23810280,-0.791319004,3.822848168,0.671330234,1.251503614,-4.375914594,0.293250027,2.527,0.138051464,9.96748276
23810282,-1.041179575,3.600406676,0.295479133,0.781818182,-4.354282625,0.101739411,2.018,0.157390621,12.04680508
23810284,-0.944269562,3.888157222,0.399691024,1.315867225,-4.588017335,0.154839384,3.867,0.139677648,10.57552806
23810286,-0.915093072,3.620333323,0.491305652,1.602197884,-4.268380988,0.201520567,1.797,0.091419605,11.01161062
23810288,-1.174859125,3.80540069,0.293693951,1.332802606,-4.573679885,0.100829792,2.463,0.129392384,11.41361961
23810290,-1.328894779,3.501432219,0.091279964,1.166667263,-4.380949568,-0.002307933,1.375,0.138367524,11.18827684
23810292,-1.002029783,3.627809194,0.388651717,0.966818659,-4.331136703,0.149214432,1.896,0.123702941,11.63760146
23810294,-1.317506191,3.610936106,0.101918834,1.256966812,-4.481690785,0.003112981,1.76,0.173592916,7.868382353
23810296,-0.965210146,3.729205928,0.450895449,1.287961949,-4.399755305,0.180930011,2.262,0.119826724,11.38332935
23810298,-0.893008885,3.590167691,0.410608543,0.969981696,-4.280357135,0.160402281,2.118,0.123068704,11.86223921
23810300,-1.260825492,3.498917841,0.063145637,1.562991061,-4.396084437,-0.016643456,1.716,0.111667721,11.82741486
23810302,-1.361563896,3.47022324,0.047664195,0.969665345,-4.386764989,-0.024531848,1.354,0.1480324,11.30250718
23810304,-1.173390051,3.724219676,0.252440377,1.419267888,-4.502707742,0.079809506,2.193,0.101621118,11.47005935
23810306,-1.029572796,3.874951894,0.405414667,1.238426183,-4.577143953,0.157755801,3.08,0.128956147,11.72369451
23810308,-1.869436734,3.266714051,-0.478731124,0.781818182,-4.491332675,-0.292750543,0.937,0.160829485,11.87410165
23810310,-1.041720752,3.689150049,0.362652088,1.196679097,-4.412393376,0.135966619,2.145,0.118750723,11.28321662
23810312,-0.911066205,3.595493951,0.500414878,1.127364088,-4.250807611,0.206162068,1.725,0.12758114,11.37796292
23810314,-0.90460115,3.793143065,0.511147778,1.410109581,-4.439515734,0.211630895,2.673,0.107547446,10.55691833
23810316,-1.016987431,3.61076011,0.287891266,1.501583459,-4.373842906,0.0978731,2.25,0.101070567,11.78135977
23810318,-1.028389611,3.520978153,0.252440377,1.239747659,-4.299517273,0.079809506,1.918,0.166225205,11.44005818
23810320,-0.901453362,3.712761174,0.444200989,1.747896328,-4.3917099,0.177518926,2.59,0.109270753,11.70389545
23810322,-1.308655633,3.470893032,-0.013945219,1.416797721,-4.401377074,-0.055924218,1.689,0.15081554,10.83694592
23810324,-0.741300388,3.966447333,0.656500673,1.296005915,-4.531751615,0.285693794,4.124,0.116582633,11.35506691
23810326,-0.834044758,3.808573184,0.553688885,1.417367327,-4.427758949,0.233307228,2.925,0.078527123,11.63402376
23810328,-1.265559607,3.529347587,0.11290649,1.378732166,-4.403095961,0.008711615,1.636,0.116901611,11.67367041
23810330,-0.823024198,3.760084221,0.515701681,1.872481269,-4.403456219,0.213951283,2.954,0.098021596,11.56437403
23810332,-0.82277881,3.457309632,0.552156981,1.086560859,-4.072202242,0.232526663,1.326,0.123657837,11.57657664
23810334,-0.852736193,3.523085454,0.385123456,0.875823801,-4.218133663,0.147416647,2.069,0.159840829,11.65255847
23810336,-0.137549085,3.357248258,1.106224905,1.266971523,-3.665848388,0.514845617,1.397,0.133843128,12.01589909
23810338,-1.175964201,3.744653605,0.192790397,1.500461331,-4.571067951,0.049415544,2.719,0.132792194,10.31086677
23810340,-0.918036077,3.65896909,0.414839698,1.821482245,-4.352852342,0.162558217,2.352,0.088567467,11.57173847
23810342,-1.697921854,2.729022372,-0.416347891,2.15579873,-3.907126384,-0.260963882,0.339,0.083646137,11.59741063
23810344,-0.242431779,3.084567536,1.002723157,1.158688606,-3.447489569,0.462107489,0.741,0.140965326,12.09934773
23810346,-0.979870781,3.827189088,0.430349226,1.268933249,-4.502668525,0.170460919,2.833,0.087553098,10.79970123
23810348,-1.58228314,3.336607578,-0.198802166,1.372511629,-4.392894027,-0.150115954,1.074,0.131526923,10.81146207
23810350,-1.109096453,3.528708273,0.26810973,0.781818182,-4.297189096,0.087793646,1.558,0.160761327,11.30209927
23810352,-1.105945953,3.676487631,0.276875221,2.15579873,-4.44457839,0.092260001,2.183,0.061993128,11.72855271
23810354,-0.832787754,3.810680679,0.565647147,1.245368748,-4.4155387,0.239400423,2.816,0.087214777,11.6396849
23810356,-0.67225735,4.552482408,0.730653098,2.012932196,-5.121524164,0.323477312,0.228,0.074418394,10.10689062
23810358,-0.448516196,4.203307908,0.929490451,1.941498928,-4.653490551,0.424792604,0.431,0.075441462,11.68110506
23810360,-0.985900282,3.519339418,0.272096999,2.15579873,-4.285816716,0.089825313,2.007,0.098908027,11.84545851
23810362,-1.090375965,3.618508691,0.28688292,0.781818182,-4.380139932,0.097359309,1.93,0.123596583,11.46433678
23810364,-0.571696863,3.56822791,0.685670096,1.138118996,-4.097378258,0.30055674,2.173,0.15336587,11.98321905
23810366,-0.70341581,3.981277277,0.672661151,1.674429102,-4.528683958,0.293928181,4.392,0.069371173,11.56158507
23810368,-0.759221253,3.519761103,0.488522515,1.861254866,-4.165451833,0.200102451,2.036,0.10739459,12.01926625
23810370,-0.487332808,2.208443357,0.8371653,1.907246091,-2.669970321,0.377749382,0.054,0.119097992,11.35487743
23810372,-0.956779162,3.464085106,0.414990051,1.066896625,-4.15504201,0.162634828,1.364,0.144510544,11.15921811
23810374,-0.654470766,4.013851959,0.732104134,1.328389739,-4.535738219,0.32421667,4.69,0.109248297,11.88459515
23810376,-0.847078404,3.543252485,0.419774066,1.773234331,-4.227448893,0.165072468,2.064,0.080080727,11.34547473
23810378,-0.921820133,3.487854112,0.511147778,1.489033996,-4.124556139,0.211630895,1.244,0.078237524,10.53344938
23810380,-1.318017426,3.865231991,0.012668534,1.383235568,-5.546652794,-0.042363485,0.239,0.098534396,10.85842816
23810382,-1.299001496,3.593878371,0.032699327,1.481863804,-4.487414318,-0.032157024,0.273,0.097574779,10.84545349
23810384,-1.285504022,3.286944367,0.039533088,1.113576366,-4.182647257,-0.02867496,1.017,0.140957748,10.89595878
23810386,-1.067516965,3.673494047,0.315403505,2.15579873,-4.425951304,0.111891646,2.193,0.106951296,11.39458195
23810388,-0.680134204,3.994464462,0.723028556,1.560191774,-4.512474932,0.319592314,4.231,0.074950331,10.09460634
23810390,-1.13398514,3.569942051,0.2974541,1.392270595,-4.328339096,0.102745732,1.532,0.079375928,11.16617644
23810392,-1.285741407,3.497589968,0.04626098,2.15579873,-4.40372563,-0.02524684,1.679,0.114786722,10.65371763
23810394,-1.243464584,3.635203288,0.100990523,1.928326879,-4.50962241,0.002639971,2.228,0.109302093,10.93350692
23810396,-0.879382843,3.531583512,0.496071276,0.781818182,-4.182814813,0.203948836,1.594,0.167957598,12.09354341
23810398,-1.132981764,3.725066971,0.244277121,1.776921077,-4.514382259,0.075650013,2.494,0.116200125,9.611310785
23810400,-1.146037861,3.558224882,0.152349508,1.77054482,-4.393597246,0.028809353,2.021,0.100584139,11.02167514
23810402,-0.31164463,3.980619807,0.969476486,1.695820978,-4.367587269,0.445167029,5.446,0.101411141,11.33017823
23810404,-0.483946625,3.951763286,0.890555143,1.493751716,-4.379144748,0.404953564,4.091,0.142185591,11.10287221
23810406,-1.6320279,3.32331807,-0.312560225,0.781818182,-4.437485084,-0.208080068,1.198,0.178132196,10.99021436
23810408,-1.251509318,3.45995287,0.117105503,0.781818182,-4.319906408,0.010851174,1.389,0.141045771,11.35706041
23810410,-0.986734433,3.842261669,0.381078963,1.832101183,-4.553015018,0.145355822,3.3,0.124562431,11.78653775
23810412,-0.930640179,3.534284702,0.43697321,0.781818182,-4.212158071,0.173836094,1.614,0.147796408,11.36714591
23810414,-0.303677991,4.024060834,1.065605854,1.633915362,-4.35996213,0.494148646,4.92,0.067156996,11.1697829
23810416,-0.683503365,3.886760588,0.664105827,0.781818182,-4.444216223,0.289568913,3.82,0.131531077,11.83149872
23810418,-0.815079071,3.708228756,0.550729643,1.816779762,-4.326189717,0.23179938,2.426,0.054685599,10.691755
23810420,-1.138021989,4.08748492,0.218351666,2.15579873,-4.874473193,0.062439995,0.315,0.051070161,11.44266216
23810422,-1.4801406,3.497989933,-0.15814019,0.781818182,-4.508488603,-0.129397111,1.698,0.18357641,8.887958018
23810424,-1.225735818,3.176531716,0.142326883,1.575058339,-4.022232326,0.023702439,0.723,0.076869523,10.97205005
23810426,-1.302689272,3.590461264,0.064495427,1.788790479,-4.478664436,-0.015955686,0.23,0.074004819,11.02513555
23810428,-1.10079708,3.479048569,0.256573438,0.781818182,-4.265047239,0.08191546,1.493,0.165010939,12.0403039
23810430,-0.950698829,3.497507647,0.410000713,1.158217169,-4.185317682,0.160092568,1.491,0.13871059,11.82801007
23810432,-1.143292411,3.499495002,0.140633725,1.729680765,-4.334657327,0.02283971,1.798,0.101663565,11.88365148
23810434,-1.061241336,3.748759879,0.282214133,2.125644523,-4.498779106,0.094980382,0.212,0.061359124,11.49251773
23810436,-1.30318335,5.579346756,0.054957596,2.15579873,-6.75325529,-0.020815579,0.179,0.070462362,10.83198356
23810438,-1.183591757,3.706496552,0.17067234,2.15579873,-4.538207282,0.038145542,2.536,0.050251169,11.63683828
23810440,-0.716341257,3.895719708,0.644881521,1.736439346,-4.461750285,0.279773389,3.764,0.10974719,11.55788814
23810442,-1.094789719,3.163511093,0.247605064,2.12300969,-3.951236644,0.077345728,0.742,0.060410128,11.54946484
23810444,-0.991411404,3.826207988,0.364175633,1.776921077,-4.547764427,0.136742924,3.284,0.052010897,11.19208446
23810446,-1.173390051,3.16754055,0.168025809,1.735750756,-4.940227985,0.036797032,0.388,0.05975106,11.54841625
23810448,-1.290996959,3.470266881,0.014184398,2.15579873,-4.380484555,-0.041591094,1.627,0.069818254,10.79989443
23810452,-1.292682607,3.963571622,0.365693852,3.5503124,-4.698635314,0.137516515,2.319,1.577186914,9.435528283
23810454,-0.661464387,2.891501372,0.882279716,3.441826346,-3.333703097,0.400736915,0.247,1.520250136,10.69288236
23810456,-0.693345474,3.673295359,0.827097754,1.419267888,-4.139378495,0.37261958,1.556,0.143522336,10.00136227
23810458,-0.747788122,3.710169956,0.61963586,1.420327562,-4.29962358,0.266909752,2.476,0.113397013,11.6178686
23810460,-1.235777756,3.705743836,0.206367062,1.241400107,-4.52826635,0.056333378,2.116,0.166429666,12.29571865
23810462,-0.893201179,3.754403727,0.460476869,1.272264191,-4.417648502,0.185812114,2.754,0.121752016,11.66924385
